path,set,subclass,projection,study_uid,primary_label,admitted,admission_reason_code,modality_score
ml\outputs\calibration\sets\lateral\3267_IM-1551-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3267.0,Normal,True,,0.999809925855304
ml\outputs\calibration\sets\lateral\1046_IM-0036-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1046.0,Normal,True,,0.9990492273546782
ml\outputs\calibration\sets\lateral\2014_IM-0664-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2014.0,Other Abnormality,True,,0.9987904123026424
ml\outputs\calibration\sets\lateral\865_IM-2385-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,865.0,Normal,True,,0.9993519806606039
ml\outputs\calibration\sets\lateral\2317_IM-0890-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2317.0,Granuloma,True,,0.9999820139837376
ml\outputs\calibration\sets\lateral\1734_IM-0484-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1734.0,Normal,True,,0.9986026756664589
ml\outputs\calibration\sets\lateral\2581_IM-1079-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2581.0,Other Abnormality,True,,0.9317420019809431
ml\outputs\calibration\sets\lateral\3126_IM-1470-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3126.0,Normal,True,,0.9997521347036483
ml\outputs\calibration\sets\lateral\3393_IM-1637-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3393.0,Nodule/Mass,True,,0.9996347097933159
ml\outputs\calibration\sets\lateral\2713_IM-1180-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2713.0,Atelectasis,True,,0.999825180812414
ml\outputs\calibration\sets\lateral\2664_IM-1145-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2664.0,Atelectasis,True,,0.9998707658019917
ml\outputs\calibration\sets\lateral\3757_IM-1881-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3757.0,Other Abnormality,True,,0.9997931868571325
ml\outputs\calibration\sets\lateral\2134_IM-0756-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2134.0,Other Abnormality,True,,0.9996569572776293
ml\outputs\calibration\sets\lateral\3094_IM-1447-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,3094.0,Other Abnormality,True,,0.9999415786128352
ml\outputs\calibration\sets\lateral\3627_IM-1795-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3627.0,Atelectasis,True,,0.9935558090895124
ml\outputs\calibration\sets\lateral\2789_IM-1223-9001.dcm.png,positive,chest_radiograph_lateral,Lateral,2789.0,Nodule/Mass,True,,0.9999485523278476
ml\outputs\calibration\sets\lateral\3382_IM-1629-0001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,3382.0,Pleural Effusion,True,,0.9997290858518489
ml\outputs\calibration\sets\lateral\2481_IM-1010-12012.dcm.png,positive,chest_radiograph_lateral,Lateral,2481.0,Atelectasis,True,,0.9989863969744173
ml\outputs\calibration\sets\lateral\2174_IM-0787-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2174.0,Normal,True,,0.9984778051565047
ml\outputs\calibration\sets\lateral\2214_IM-0819-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2214.0,Normal,True,,0.999944883446329
ml\outputs\calibration\sets\lateral\3336_IM-1598-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3336.0,Degenerative/Bone,True,,0.9996937014527375
ml\outputs\calibration\sets\lateral\3790_IM-1904-0001-0001.dcm.png,positive,chest_radiograph_lateral,Lateral,3790.0,Calcinosis/Atherosclerosis,True,,0.9999625991570013
ml\outputs\calibration\sets\lateral\3089_IM-1444-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3089.0,Normal,True,,0.9998373450364764
ml\outputs\calibration\sets\lateral\3312_IM-1586-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3312.0,Pneumonia,True,,0.9997339670065698
ml\outputs\calibration\sets\lateral\2028_IM-0673-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2028.0,Normal,True,,0.9999719145511603
ml\outputs\calibration\sets\lateral\2793_IM-1226-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2793.0,Other Abnormality,True,,0.9998245084117853
ml\outputs\calibration\sets\lateral\3251_IM-1541-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3251.0,Nodule/Mass,True,,0.9998118972305367
ml\outputs\calibration\sets\lateral\941_IM-2438-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,941.0,Normal,True,,0.9999838348527049
ml\outputs\calibration\sets\lateral\2516_IM-1036-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2516.0,Scarring,True,,0.9988886603904047
ml\outputs\calibration\sets\lateral\470_IM-2099-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,470.0,Normal,True,,0.9998060300929905
ml\outputs\calibration\sets\lateral\3600_IM-1776-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,3600.0,Scarring,True,,0.9999728812484803
ml\outputs\calibration\sets\lateral\3748_IM-1874-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3748.0,Scarring,True,,0.9992653931564613
ml\outputs\calibration\sets\lateral\2847_IM-1256-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,2847.0,Support Devices,True,,0.9999084780901808
ml\outputs\calibration\sets\lateral\737_IM-2295-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,737.0,Normal,True,,0.9999723268200049
ml\outputs\calibration\sets\lateral\121_IM-0142-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,121.0,Normal,True,,0.9998202236549415
ml\outputs\calibration\sets\lateral\2724_IM-1186-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2724.0,Other Abnormality,True,,0.9999709903918895
ml\outputs\calibration\sets\lateral\3311_IM-1586-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,3311.0,Normal,True,,0.9987028605528845
ml\outputs\calibration\sets\lateral\2369_IM-0929-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2369.0,Fibrosis/Interstitial,True,,0.9951379529367409
ml\outputs\calibration\sets\lateral\2482_IM-1011-0001-0001.dcm.png,positive,chest_radiograph_lateral,Lateral,2482.0,Pneumothorax,True,,0.999886197203545
ml\outputs\calibration\sets\lateral\2761_IM-1208-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2761.0,Fibrosis/Interstitial,True,,0.9978721701010581
ml\outputs\calibration\sets\lateral\2434_IM-0976-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2434.0,Scarring,True,,0.9999736045000399
ml\outputs\calibration\sets\lateral\3388_IM-1633-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3388.0,Calcinosis/Atherosclerosis,True,,0.9999707993068926
ml\outputs\calibration\sets\lateral\2440_IM-0978-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,2440.0,Emphysema/COPD,True,,0.9999870429112234
ml\outputs\calibration\sets\lateral\3092_IM-1445-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3092.0,Degenerative/Bone,True,,0.9996745905569506
ml\outputs\calibration\sets\lateral\2469_IM-0999-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,2469.0,Lung Opacity,True,,0.9999795785927013
ml\outputs\calibration\sets\lateral\1469_IM-0303-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1469.0,Normal,True,,0.9997129016494235
ml\outputs\calibration\sets\lateral\3999_IM-2049-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3999.0,Normal,True,,0.4732607199057198
ml\outputs\calibration\sets\lateral\1312_IM-0203-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,1312.0,Normal,True,,0.9969537281102543
ml\outputs\calibration\sets\lateral\2382_IM-0941-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,2382.0,Cardiomegaly,True,,0.44631541195857755
ml\outputs\calibration\sets\lateral\2323_IM-0895-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2323.0,Normal,True,,0.9996027399216156
ml\outputs\calibration\sets\lateral\1740_IM-0488-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1740.0,Lung Opacity,True,,0.9758927643110421
ml\outputs\calibration\sets\lateral\1008_IM-0009-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1008.0,Normal,True,,0.9998369699396469
ml\outputs\calibration\sets\lateral\3940_IM-2011-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3940.0,Scarring,True,,0.9996075159519103
ml\outputs\calibration\sets\lateral\3628_IM-1796-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3628.0,Other Abnormality,True,,0.9998954832537228
ml\outputs\calibration\sets\lateral\1067_IM-0048-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1067.0,Normal,True,,0.9999522121614982
ml\outputs\calibration\sets\lateral\3601_IM-1777-3003.dcm.png,positive,chest_radiograph_lateral,Lateral,3601.0,Hernia/Diaphragm,True,,0.9998063740896554
ml\outputs\calibration\sets\lateral\2426_IM-0968-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2426.0,Other Abnormality,True,,0.9997148580028915
ml\outputs\calibration\sets\lateral\2631_IM-1118-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2631.0,Support Devices,True,,0.9873324810427141
ml\outputs\calibration\sets\lateral\2904_IM-1308-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,2904.0,Cardiomegaly,True,,0.9998346807015759
ml\outputs\calibration\sets\lateral\3681_IM-1833-0001-0001.dcm.png,positive,chest_radiograph_lateral,Lateral,3681.0,Other Abnormality,True,,0.13473380651458083
ml\outputs\calibration\sets\lateral\967_IM-2457-3003.dcm.png,positive,chest_radiograph_lateral,Lateral,967.0,Normal,True,,0.9999905784846458
ml\outputs\calibration\sets\lateral\3645_IM-1807-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3645.0,Other Abnormality,True,,0.9996711022986895
ml\outputs\calibration\sets\lateral\2345_IM-0910-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2345.0,Other Abnormality,True,,0.9998211472516116
ml\outputs\calibration\sets\lateral\758_IM-2309-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,758.0,Normal,True,,0.9999757253309448
ml\outputs\calibration\sets\lateral\3190_IM-1505-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3190.0,Atelectasis,True,,0.9997888863849919
ml\outputs\calibration\sets\lateral\2856_IM-1263-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2856.0,Normal,True,,0.9807932738104526
ml\outputs\calibration\sets\lateral\3441_IM-1666-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3441.0,Normal,True,,0.9999903829086683
ml\outputs\calibration\sets\lateral\815_IM-2346-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,815.0,Normal,True,,0.9964046201590174
ml\outputs\calibration\sets\lateral\2201_IM-0811-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2201.0,Granuloma,True,,0.9996119415443783
ml\outputs\calibration\sets\lateral\3412_IM-1650-1001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,3412.0,Other Abnormality,True,,0.9999326592595941
ml\outputs\calibration\sets\lateral\1645_IM-0422-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1645.0,Lung Opacity,True,,0.9998799250032384
ml\outputs\calibration\sets\lateral\259_IM-1083-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,259.0,Normal,True,,0.9999619746952008
ml\outputs\calibration\sets\lateral\2406_IM-0954-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2406.0,Hernia/Diaphragm,True,,0.9999035929635067
ml\outputs\calibration\sets\lateral\2743_IM-1197-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2743.0,Calcinosis/Atherosclerosis,True,,0.9999806797660663
ml\outputs\calibration\sets\lateral\363_IM-1798-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,363.0,Normal,True,,0.9999071810372613
ml\outputs\calibration\sets\lateral\319_IM-1505-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,319.0,Normal,True,,0.9999537822596468
ml\outputs\calibration\sets\lateral\3608_IM-1781-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3608.0,Cardiomegaly,True,,0.9996680852991743
ml\outputs\calibration\sets\lateral\3439_IM-1664-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3439.0,Normal,True,,0.9999488689749189
ml\outputs\calibration\sets\lateral\2210_IM-0817-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2210.0,Normal,True,,0.9999200045242479
ml\outputs\calibration\sets\lateral\3992_IM-2044-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3992.0,Edema/Congestion,True,,0.9974984708202836
ml\outputs\calibration\sets\lateral\502_IM-2120-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,502.0,Normal,True,,0.9999929026203026
ml\outputs\calibration\sets\lateral\2264_IM-0854-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2264.0,Other Abnormality,True,,0.9984078447847363
ml\outputs\calibration\sets\lateral\2420_IM-0964-0001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,2420.0,Support Devices,True,,0.9999177336883802
ml\outputs\calibration\sets\lateral\3110_IM-1460-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3110.0,Other Abnormality,True,,0.9997140849366315
ml\outputs\calibration\sets\lateral\2036_IM-0680-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,2036.0,Atelectasis,True,,0.40841695342643275
ml\outputs\calibration\sets\lateral\2859_IM-1266-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2859.0,Pneumonia,True,,0.9984314828993949
ml\outputs\calibration\sets\lateral\24_IM-0949-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,24.0,Normal,True,,0.9999526863225002
ml\outputs\calibration\sets\lateral\3584_IM-1763-1001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,3584.0,Atelectasis,True,,0.9565979584569596
ml\outputs\calibration\sets\lateral\2279_IM-0865-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,2279.0,Atelectasis,True,,0.999246901129017
ml\outputs\calibration\sets\lateral\2288_IM-0872-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2288.0,Normal,True,,0.9998443981116594
ml\outputs\calibration\sets\lateral\3182_IM-1501-0001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,3182.0,Nodule/Mass,True,,0.9905594788464938
ml\outputs\calibration\sets\lateral\2684_IM-1157-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2684.0,Calcinosis/Atherosclerosis,True,,0.9995774918037058
ml\outputs\calibration\sets\lateral\3141_IM-1477-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3141.0,Normal,True,,0.9999686887067352
ml\outputs\calibration\sets\lateral\529_IM-2137-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,529.0,Normal,True,,0.9999571219606502
ml\outputs\calibration\sets\lateral\581_IM-2178-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,581.0,Normal,True,,0.9985400584137506
ml\outputs\calibration\sets\lateral\3408_IM-1648-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3408.0,Degenerative/Bone,True,,0.999890123257
ml\outputs\calibration\sets\lateral\3533_IM-1726-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3533.0,Other Abnormality,True,,0.9985309560494527
ml\outputs\calibration\sets\lateral\965_IM-2455-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,965.0,Normal,True,,0.9999804952484983
ml\outputs\calibration\sets\lateral\2627_IM-1114-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2627.0,Other Abnormality,True,,0.9998237052668687
ml\outputs\calibration\sets\lateral\2138_IM-0760-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2138.0,Degenerative/Bone,True,,0.9998974960524631
ml\outputs\calibration\sets\lateral\2544_IM-1054-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2544.0,Cardiomegaly,True,,0.9986384917428683
ml\outputs\calibration\sets\lateral\3740_IM-1868-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3740.0,Pneumonia,True,,0.9987747167709218
ml\outputs\calibration\sets\lateral\3804_IM-1914-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3804.0,Calcinosis/Atherosclerosis,True,,0.9986244848380164
ml\outputs\calibration\sets\lateral\1750_IM-0493-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1750.0,Emphysema/COPD,True,,0.9998170606857746
ml\outputs\calibration\sets\lateral\2058_IM-0696-2002.dcm.png,positive,chest_radiograph_lateral,Lateral,2058.0,Other Abnormality,True,,0.9998826125237967
ml\outputs\calibration\sets\lateral\2738_IM-1192-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2738.0,Other Abnormality,True,,0.9988315944835365
ml\outputs\calibration\sets\lateral\2212_IM-0819-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2212.0,Normal,True,,0.9998072217480289
ml\outputs\calibration\sets\lateral\3642_IM-1806-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3642.0,Other Abnormality,True,,0.8281171566123101
ml\outputs\calibration\sets\lateral\618_IM-2201-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,618.0,Normal,True,,0.9999579313346668
ml\outputs\calibration\sets\lateral\2206_IM-0815-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,2206.0,Atelectasis,True,,0.9999704374645262
ml\outputs\calibration\sets\lateral\630_IM-2211-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,630.0,Normal,True,,0.9996395685497524
ml\outputs\calibration\sets\lateral\2803_IM-1234-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2803.0,Other Abnormality,True,,0.9998387250545523
ml\outputs\calibration\sets\lateral\149_IM-0315-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,149.0,Normal,True,,0.998474453101181
ml\outputs\calibration\sets\lateral\2137_IM-0759-3003.dcm.png,positive,chest_radiograph_lateral,Lateral,2137.0,Granuloma,True,,0.9999678887101797
ml\outputs\calibration\sets\lateral\1930_IM-0602-1001-0001.dcm.png,positive,chest_radiograph_lateral,Lateral,1930.0,Other Abnormality,True,,0.9984989619135564
ml\outputs\calibration\sets\lateral\3694_IM-1845-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3694.0,Pneumothorax,True,,0.9999159186538196
ml\outputs\calibration\sets\lateral\2776_IM-1217-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2776.0,Nodule/Mass,True,,0.9998341502323721
ml\outputs\calibration\sets\lateral\2886_IM-1288-0001-0001.dcm.png,positive,chest_radiograph_lateral,Lateral,2886.0,Pleural Effusion,True,,0.9930151667582839
ml\outputs\calibration\sets\lateral\3121_IM-1466-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3121.0,Granuloma,True,,0.9999565397524305
ml\outputs\calibration\sets\lateral\2093_IM-0723-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2093.0,Support Devices,True,,0.9997646181633078
ml\outputs\calibration\sets\lateral\3391_IM-1637-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,3391.0,Granuloma,True,,0.9997713280791092
ml\outputs\calibration\sets\lateral\2811_IM-1238-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,2811.0,Normal,True,,0.9966598798972627
ml\outputs\calibration\sets\lateral\3660_IM-1820-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3660.0,Normal,True,,0.9999845064870283
ml\outputs\calibration\sets\lateral\3759_IM-1883-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3759.0,Emphysema/COPD,True,,0.9999853246052075
ml\outputs\calibration\sets\lateral\3808_IM-1918-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3808.0,Calcinosis/Atherosclerosis,True,,0.9999375445875401
ml\outputs\calibration\sets\lateral\3137_IM-1476-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3137.0,Calcinosis/Atherosclerosis,True,,0.9997246157612638
ml\outputs\calibration\sets\lateral\1896_IM-0581-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1896.0,Normal,True,,0.9999358470855669
ml\outputs\calibration\sets\lateral\2032_IM-0677-2002.dcm.png,positive,chest_radiograph_lateral,Lateral,2032.0,Normal,True,,0.9999191476570117
ml\outputs\calibration\sets\lateral\3320_IM-1588-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3320.0,Normal,True,,0.9982956558637068
ml\outputs\calibration\sets\lateral\16_IM-0389-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,16.0,Normal,True,,0.9997387821424634
ml\outputs\calibration\sets\lateral\3651_IM-1813-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3651.0,Scarring,True,,0.9999191089982832
ml\outputs\calibration\sets\lateral\3948_IM-2017-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3948.0,Normal,True,,0.9998858580084408
ml\outputs\calibration\sets\lateral\2906_IM-1310-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2906.0,Degenerative/Bone,True,,0.9988642027029981
ml\outputs\calibration\sets\lateral\3785_IM-1898-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,3785.0,Lung Opacity,True,,0.9990856951308974
ml\outputs\calibration\sets\lateral\3952_IM-2020-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3952.0,Cardiomegaly,True,,0.9999735324682468
ml\outputs\calibration\sets\lateral\3068_IM-1431-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,3068.0,Cardiomegaly,True,,0.9980694349129184
ml\outputs\calibration\sets\lateral\3477_IM-1690-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3477.0,Normal,True,,0.9991794294530922
ml\outputs\calibration\sets\lateral\2281_IM-0868-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2281.0,Normal,True,,0.9993005183675503
ml\outputs\calibration\sets\lateral\2307_IM-0882-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2307.0,Emphysema/COPD,True,,0.9997431209401244
ml\outputs\calibration\sets\lateral\2687_IM-1158-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2687.0,Support Devices,True,,0.9999361249053702
ml\outputs\calibration\sets\lateral\1944_IM-0613-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1944.0,Calcinosis/Atherosclerosis,True,,0.9999665523393034
ml\outputs\calibration\sets\lateral\3924_IM-1998-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3924.0,Degenerative/Bone,True,,0.9940720829856109
ml\outputs\calibration\sets\lateral\3429_IM-1657-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3429.0,Support Devices,True,,0.9999135222145611
ml\outputs\calibration\sets\lateral\3908_IM-1985-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3908.0,Degenerative/Bone,True,,0.999810592766103
ml\outputs\calibration\sets\lateral\2179_IM-0791-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2179.0,Other Abnormality,True,,0.9992539148881093
ml\outputs\calibration\sets\lateral\3455_IM-1677-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3455.0,Edema/Congestion,True,,0.015228400816007613
ml\outputs\calibration\sets\lateral\1883_IM-0572-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1883.0,Support Devices,True,,0.9709625961422158
ml\outputs\calibration\sets\lateral\1765_IM-0499-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,1765.0,Calcinosis/Atherosclerosis,True,,0.9999780522006099
ml\outputs\calibration\sets\lateral\3072_IM-1433-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3072.0,Scarring,True,,0.9981374259721697
ml\outputs\calibration\sets\lateral\3273_IM-1554-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3273.0,Cardiomegaly,True,,0.9560062695783671
ml\outputs\calibration\sets\lateral\3410_IM-1648-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3410.0,Emphysema/COPD,True,,0.9999413621934113
ml\outputs\calibration\sets\lateral\2620_IM-1109-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2620.0,Normal,True,,0.9996342746033188
ml\outputs\calibration\sets\lateral\3874_IM-1966-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3874.0,Calcinosis/Atherosclerosis,True,,0.9995750229990982
ml\outputs\calibration\sets\lateral\2507_IM-1030-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2507.0,Scarring,True,,0.9998215282205957
ml\outputs\calibration\sets\lateral\1006_IM-0007-3003.dcm.png,positive,chest_radiograph_lateral,Lateral,1006.0,Normal,True,,0.9999400077234407
ml\outputs\calibration\sets\lateral\2867_IM-1274-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2867.0,Emphysema/COPD,True,,0.999890985616897
ml\outputs\calibration\sets\lateral\505_IM-2123-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,505.0,Normal,True,,0.998581794509966
ml\outputs\calibration\sets\lateral\1178_IM-0121-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,1178.0,Normal,True,,0.9999922117297274
ml\outputs\calibration\sets\lateral\3066_IM-1430-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3066.0,Emphysema/COPD,True,,0.999798474129832
ml\outputs\calibration\sets\lateral\272_IM-1182-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,272.0,Normal,True,,0.9999522268200812
ml\outputs\calibration\sets\lateral\719_IM-2280-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,719.0,Normal,True,,0.9998495396045394
ml\outputs\calibration\sets\lateral\2216_IM-0821-85075002.dcm.png,positive,chest_radiograph_lateral,Lateral,2216.0,Other Abnormality,True,,0.9999225060737459
ml\outputs\calibration\sets\lateral\428_IM-2070-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,428.0,Normal,True,,0.9999899477292298
ml\outputs\calibration\sets\lateral\2131_IM-0755-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2131.0,Normal,True,,0.9999135383101869
ml\outputs\calibration\sets\lateral\3078_IM-1438-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3078.0,Pneumonia,True,,0.9997511189357521
ml\outputs\calibration\sets\lateral\2969_IM-1360-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2969.0,Emphysema/COPD,True,,0.9999171713023427
ml\outputs\calibration\sets\lateral\3430_IM-1659-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,3430.0,Edema/Congestion,True,,0.9434203916687552
ml\outputs\calibration\sets\lateral\3016_IM-1392-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3016.0,Degenerative/Bone,True,,0.9999659486210849
ml\outputs\calibration\sets\lateral\3170_IM-1494-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3170.0,Degenerative/Bone,True,,0.9998916511581634
ml\outputs\calibration\sets\lateral\2070_IM-0704-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2070.0,Other Abnormality,True,,0.9999571945182147
ml\outputs\calibration\sets\lateral\2128_IM-0752-3003.dcm.png,positive,chest_radiograph_lateral,Lateral,2128.0,Emphysema/COPD,True,,0.9999921970235824
ml\outputs\calibration\sets\lateral\2759_IM-1207-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2759.0,Other Abnormality,True,,0.9998891848209163
ml\outputs\calibration\sets\lateral\2816_IM-1240-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2816.0,Granuloma,True,,0.9897052442391884
ml\outputs\calibration\sets\lateral\3169_IM-1492-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,3169.0,Emphysema/COPD,True,,0.9999862805658879
